CHAVE,COD_AFIRMACAO,AFIRMACAO,ARQUETIPO,QTD_ESTRELAS,VALOR_ESCALA,PESO,PONTOS_OBTIDOS,PONTOS_MAXIMOS,PERCETUAL
Formador2Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Formador,2,3.125,1.5,4.6875,100.0,0.046875
Imperativo3Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Imperativo,3,25.0,1.0,25.0,50.0,0.5
Resoluto3Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Resoluto,3,12.5,1.0,12.5,200.0,0.0625
Cuidativo3Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Cuidativo,3,50.0,1.0,50.0,100.0,0.5
Consultivo3Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Consultivo,3,6.25,1.0,6.25,25.0,0.25
Prescritivo3Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Prescritivo,3,100.0,1.0,100.0,200.0,0.5
Formador3Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Formador,3,3.125,1.0,3.125,100.0,0.03125
Imperativo4Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Imperativo,4,3.125,1.0,3.125,50.0,0.0625
Resoluto4Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Resoluto,4,100.0,1.0,100.0,200.0,0.5
Cuidativo4Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Cuidativo,4,25.0,1.0,25.0,100.0,0.25
Consultivo4Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Consultivo,4,12.5,1.0,12.5,25.0,0.5
Prescritivo4Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Prescritivo,4,6.25,1.0,6.25,200.0,0.03125
Formador4Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Formador,4,50.0,1.0,50.0,100.0,0.5
Imperativo5Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Imperativo,5,3.125,1.5,4.6875,50.0,0.09375
Resoluto5Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Resoluto,5,100.0,1.5,150.0,200.0,0.75
Cuidativo5Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Cuidativo,5,25.0,1.5,37.5,100.0,0.375
Consultivo5Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Consultivo,5,12.5,1.5,18.75,25.0,0.75
Prescritivo5Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Prescritivo,5,6.25,1.5,9.375,200.0,0.046875
Formador5Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Formador,5,50.0,1.5,75.0,100.0,0.75
Imperativo6Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Imperativo,6,3.125,2.0,6.25,50.0,0.125
Resoluto6Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Resoluto,6,100.0,2.0,200.0,200.0,1.0
Cuidativo6Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Cuidativo,6,25.0,2.0,50.0,100.0,0.5
Consultivo6Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Consultivo,6,12.5,2.0,25.0,25.0,1.0
Prescritivo6Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Prescritivo,6,6.25,2.0,12.5,200.0,0.0625
Formador6Q15,Q15,"15. Quando o desempenho de um integrante da sua equipe começa a não atender às expectativas, meu líder dedica o tempo necessário para ajudar a resolver a questão.",Formador,6,50.0,2.0,100.0,100.0,1.0
Imperativo1Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Imperativo,1,100.0,2.0,200.0,200.0,1.0
Resoluto1Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Resoluto,1,6.25,2.0,12.5,100.0,0.125
Cuidativo1Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Cuidativo,1,3.125,2.0,6.25,200.0,0.03125
Consultivo1Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Consultivo,1,25.0,2.0,50.0,50.0,1.0
Prescritivo1Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Prescritivo,1,50.0,2.0,100.0,100.0,1.0
Formador1Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Formador,1,12.5,2.0,25.0,50.0,0.5
Imperativo2Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Imperativo,2,100.0,1.5,150.0,200.0,0.75
Resoluto2Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Resoluto,2,6.25,1.5,9.375,100.0,0.09375
Cuidativo2Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Cuidativo,2,3.125,1.5,4.6875,200.0,0.0234375
Consultivo2Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Consultivo,2,25.0,1.5,37.5,50.0,0.75
Prescritivo2Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Prescritivo,2,50.0,1.5,75.0,100.0,0.75
Formador2Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Formador,2,12.5,1.5,18.75,50.0,0.375
Imperativo3Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Imperativo,3,100.0,1.0,100.0,200.0,0.5
Resoluto3Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Resoluto,3,6.25,1.0,6.25,100.0,0.0625
Cuidativo3Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Cuidativo,3,3.125,1.0,3.125,200.0,0.015625
Consultivo3Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Consultivo,3,25.0,1.0,25.0,50.0,0.5
Prescritivo3Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Prescritivo,3,50.0,1.0,50.0,100.0,0.5
Formador3Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Formador,3,12.5,1.0,12.5,50.0,0.25
Imperativo4Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Imperativo,4,3.125,1.0,3.125,200.0,0.015625
Resoluto4Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Resoluto,4,50.0,1.0,50.0,100.0,0.5
Cuidativo4Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Cuidativo,4,100.0,1.0,100.0,200.0,0.5
Consultivo4Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Consultivo,4,12.5,1.0,12.5,50.0,0.25
Prescritivo4Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Prescritivo,4,6.25,1.0,6.25,100.0,0.0625
Formador4Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Formador,4,25.0,1.0,25.0,50.0,0.5
Imperativo5Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Imperativo,5,3.125,1.5,4.6875,200.0,0.0234375
Resoluto5Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Resoluto,5,50.0,1.5,75.0,100.0,0.75
Cuidativo5Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Cuidativo,5,100.0,1.5,150.0,200.0,0.75
Consultivo5Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Consultivo,5,12.5,1.5,18.75,50.0,0.375
Prescritivo5Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Prescritivo,5,6.25,1.5,9.375,100.0,0.09375
Formador5Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Formador,5,25.0,1.5,37.5,50.0,0.75
Imperativo6Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Imperativo,6,3.125,2.0,6.25,200.0,0.03125
Resoluto6Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Resoluto,6,50.0,2.0,100.0,100.0,1.0
Cuidativo6Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Cuidativo,6,100.0,2.0,200.0,200.0,1.0
Consultivo6Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Consultivo,6,12.5,2.0,25.0,50.0,0.5
Prescritivo6Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Prescritivo,6,6.25,2.0,12.5,100.0,0.125
Formador6Q16,Q16,16. Meu gestor permite que os integrantes da sua equipe o procurem para falar sobre problemas pessoais.,Formador,6,25.0,2.0,50.0,50.0,1.0
Imperativo1Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Imperativo,1,50.0,2.0,100.0,100.0,1.0
Resoluto1Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Resoluto,1,12.5,2.0,25.0,50.0,0.5
Cuidativo1Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Cuidativo,1,6.25,2.0,12.5,100.0,0.125
Consultivo1Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Consultivo,1,3.125,2.0,6.25,200.0,0.03125
Prescritivo1Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Prescritivo,1,100.0,2.0,200.0,200.0,1.0
Formador1Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Formador,1,25.0,2.0,50.0,50.0,1.0
Imperativo2Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Imperativo,2,50.0,1.5,75.0,100.0,0.75
Resoluto2Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Resoluto,2,12.5,1.5,18.75,50.0,0.375
Cuidativo2Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Cuidativo,2,6.25,1.5,9.375,100.0,0.09375
Consultivo2Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Consultivo,2,3.125,1.5,4.6875,200.0,0.0234375
Prescritivo2Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Prescritivo,2,100.0,1.5,150.0,200.0,0.75
Formador2Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Formador,2,25.0,1.5,37.5,50.0,0.75
Imperativo3Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Imperativo,3,50.0,1.0,50.0,100.0,0.5
Resoluto3Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Resoluto,3,12.5,1.0,12.5,50.0,0.25
Cuidativo3Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Cuidativo,3,6.25,1.0,6.25,100.0,0.0625
Consultivo3Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Consultivo,3,3.125,1.0,3.125,200.0,0.015625
Prescritivo3Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Prescritivo,3,100.0,1.0,100.0,200.0,0.5
Formador3Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Formador,3,25.0,1.0,25.0,50.0,0.5
Imperativo4Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Imperativo,4,6.25,1.0,6.25,100.0,0.0625
Resoluto4Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Resoluto,4,25.0,1.0,25.0,50.0,0.5
Cuidativo4Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Cuidativo,4,50.0,1.0,50.0,100.0,0.5
Consultivo4Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Consultivo,4,100.0,1.0,100.0,200.0,0.5
Prescritivo4Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Prescritivo,4,3.125,1.0,3.125,200.0,0.015625
Formador4Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Formador,4,12.5,1.0,12.5,50.0,0.25
Imperativo5Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Imperativo,5,6.25,1.5,9.375,100.0,0.09375
Resoluto5Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Resoluto,5,25.0,1.5,37.5,50.0,0.75
Cuidativo5Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Cuidativo,5,50.0,1.5,75.0,100.0,0.75
Consultivo5Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Consultivo,5,100.0,1.5,150.0,200.0,0.75
Prescritivo5Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Prescritivo,5,3.125,1.5,4.6875,200.0,0.0234375
Formador5Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Formador,5,12.5,1.5,18.75,50.0,0.375
Imperativo6Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Imperativo,6,6.25,2.0,12.5,100.0,0.125
Resoluto6Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Resoluto,6,25.0,2.0,50.0,50.0,1.0
Cuidativo6Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Cuidativo,6,50.0,2.0,100.0,100.0,1.0
Consultivo6Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Consultivo,6,100.0,2.0,200.0,200.0,1.0
Prescritivo6Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Prescritivo,6,3.125,2.0,6.25,200.0,0.03125
Formador6Q17,Q17,"17. Meu líder sugere, mas não se preocupa se sua sugestão será seguida.",Formador,6,12.5,2.0,25.0,50.0,0.5
Imperativo1Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Imperativo,1,100.0,2.0,200.0,200.0,1.0
Resoluto1Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Resoluto,1,6.25,2.0,12.5,100.0,0.125
Cuidativo1Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Cuidativo,1,12.5,2.0,25.0,50.0,0.5
Consultivo1Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Consultivo,1,25.0,2.0,50.0,50.0,1.0
Prescritivo1Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Prescritivo,1,50.0,2.0,100.0,100.0,1.0
Formador1Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Formador,1,3.125,2.0,6.25,200.0,0.03125
Imperativo2Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Imperativo,2,100.0,1.5,150.0,200.0,0.75
Resoluto2Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Resoluto,2,6.25,1.5,9.375,100.0,0.09375
Cuidativo2Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Cuidativo,2,12.5,1.5,18.75,50.0,0.375
Consultivo2Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Consultivo,2,25.0,1.5,37.5,50.0,0.75
Prescritivo2Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Prescritivo,2,50.0,1.5,75.0,100.0,0.75
Formador2Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Formador,2,3.125,1.5,4.6875,200.0,0.0234375
Imperativo3Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Imperativo,3,100.0,1.0,100.0,200.0,0.5
Resoluto3Q18,Q18,"18. Meu líder dedica tempo em obter alternativas de treinamento para os integrantes da sua equipe, ainda que ocupe horas de trabalho para participar.",Resoluto,3,6.25,1.0,6.25,100.0,0.0625
